Sr. No,Date Time,Slots occupied,Target,Parking Availability,Car Type
2504,06-01-2024 13:09,270,90.00%,Yes,SUV
2505,06-01-2024 13:12,270,90.00%,Yes,SUV
2506,06-01-2024 13:15,270,90.00%,Yes,SUV
2507,06-01-2024 13:18,270,90.00%,Yes,SUV
2508,06-01-2024 13:21,270,90.00%,Yes,SUV
2509,06-01-2024 13:24,270,90.00%,Yes,SUV
2510,06-01-2024 13:27,270,90.00%,Yes,SUV
2511,06-01-2024 13:30,270,90.00%,Yes,SUV
2512,06-01-2024 13:33,270,90.00%,Yes,SUV
2513,06-01-2024 13:36,270,90.00%,Yes,SUV
2514,06-01-2024 13:39,270,90.00%,Yes,SUV
2515,06-01-2024 13:42,270,90.00%,Yes,SUV
2516,06-01-2024 13:45,270,90.00%,Yes,SUV
2517,06-01-2024 13:48,270,90.00%,Yes,SUV
2518,06-01-2024 13:51,270,90.00%,Yes,SUV
2519,06-01-2024 13:54,270,90.00%,Yes,SUV
2520,06-01-2024 13:57,270,90.00%,Yes,SUV
2521,06-01-2024 14:00,270,90.00%,Yes,SUV
2522,06-01-2024 14:03,270,90.00%,Yes,SUV
2523,06-01-2024 14:06,270,90.00%,Yes,SUV
2524,06-01-2024 14:09,270,90.00%,Yes,SUV
2525,06-01-2024 14:12,270,90.00%,Yes,SUV
2526,06-01-2024 14:15,270,90.00%,Yes,SUV
2527,06-01-2024 14:18,270,90.00%,Yes,SUV
2528,06-01-2024 14:21,270,90.00%,Yes,SUV
2529,06-01-2024 14:24,270,90.00%,Yes,SUV
2530,06-01-2024 14:27,270,90.00%,Yes,SUV
2531,06-01-2024 14:30,270,90.00%,Yes,SUV
2532,06-01-2024 14:33,270,90.00%,Yes,SUV
2533,06-01-2024 14:36,270,90.00%,Yes,SUV
2534,06-01-2024 14:39,270,90.00%,Yes,SUV
2535,06-01-2024 14:42,270,90.00%,Yes,SUV
2536,06-01-2024 14:45,270,90.00%,Yes,SUV
2537,06-01-2024 14:48,270,90.00%,Yes,SUV
2538,06-01-2024 14:51,270,90.00%,Yes,SUV
2539,06-01-2024 14:54,270,90.00%,Yes,SUV
2540,06-01-2024 14:57,270,90.00%,Yes,SUV
2541,06-01-2024 15:00,270,90.00%,Yes,SUV
2542,06-01-2024 15:03,270,90.00%,Yes,SUV
2543,06-01-2024 15:06,270,90.00%,Yes,SUV
2544,06-01-2024 15:09,270,90.00%,Yes,SUV
2545,06-01-2024 15:12,270,90.00%,Yes,SUV
2546,06-01-2024 15:15,270,90.00%,Yes,SUV
2547,06-01-2024 15:18,270,90.00%,Yes,SUV
2548,06-01-2024 15:21,270,90.00%,Yes,SUV
2549,06-01-2024 15:24,270,90.00%,Yes,SUV
2550,06-01-2024 15:27,270,90.00%,Yes,SUV
2551,06-01-2024 15:30,270,90.00%,Yes,SUV
2552,06-01-2024 15:33,270,90.00%,Yes,SUV
2553,06-01-2024 15:36,270,90.00%,Yes,SUV
2554,06-01-2024 15:39,270,90.00%,Yes,SUV
2555,06-01-2024 15:42,270,90.00%,Yes,SUV
2556,06-01-2024 15:45,270,90.00%,Yes,SUV
2557,06-01-2024 15:48,270,90.00%,Yes,SUV
2558,06-01-2024 15:51,270,90.00%,Yes,SUV
2559,06-01-2024 15:54,270,90.00%,Yes,SUV
2560,06-01-2024 15:57,270,90.00%,Yes,SUV
2561,06-01-2024 16:00,270,90.00%,Yes,SUV
2562,06-01-2024 16:03,270,90.00%,Yes,SUV
2563,06-01-2024 16:06,270,90.00%,Yes,SUV
2564,06-01-2024 16:09,270,90.00%,Yes,SUV
2565,06-01-2024 16:12,270,90.00%,Yes,SUV
2566,06-01-2024 16:15,270,90.00%,Yes,SUV
2567,06-01-2024 16:18,270,90.00%,Yes,SUV
2568,06-01-2024 16:21,270,90.00%,Yes,SUV
2569,06-01-2024 16:24,270,90.00%,Yes,SUV
2570,06-01-2024 16:27,270,90.00%,Yes,SUV
2571,06-01-2024 16:30,270,90.00%,Yes,SUV
2572,06-01-2024 16:33,270,90.00%,Yes,SUV
2573,06-01-2024 16:36,270,90.00%,Yes,SUV
2574,06-01-2024 16:39,270,90.00%,Yes,SUV
2575,06-01-2024 16:42,270,90.00%,Yes,SUV
2576,06-01-2024 16:45,270,90.00%,Yes,SUV
2577,06-01-2024 16:48,270,90.00%,Yes,SUV
2578,06-01-2024 16:51,270,90.00%,Yes,SUV
2579,06-01-2024 16:54,270,90.00%,Yes,SUV
2580,06-01-2024 16:57,270,90.00%,Yes,SUV
2581,06-01-2024 17:00,270,90.00%,Yes,SUV
2582,06-01-2024 17:03,270,90.00%,Yes,SUV
2583,06-01-2024 17:06,270,90.00%,Yes,SUV
2584,06-01-2024 17:09,270,90.00%,Yes,SUV
2585,06-01-2024 17:12,270,90.00%,Yes,SUV
2586,06-01-2024 17:15,270,90.00%,Yes,SUV
2587,06-01-2024 17:18,270,90.00%,Yes,SUV
2588,06-01-2024 17:21,270,90.00%,Yes,SUV
2589,06-01-2024 17:24,270,90.00%,Yes,SUV
2590,06-01-2024 17:27,270,90.00%,Yes,SUV
2591,06-01-2024 17:30,270,90.00%,Yes,SUV
2592,06-01-2024 17:33,270,90.00%,Yes,SUV
2593,06-01-2024 17:36,270,90.00%,Yes,SUV
2594,06-01-2024 17:39,270,90.00%,Yes,SUV
2595,06-01-2024 17:42,270,90.00%,Yes,SUV
2596,06-01-2024 17:45,270,90.00%,Yes,SUV
2597,06-01-2024 17:48,270,90.00%,Yes,SUV
2598,06-01-2024 17:51,270,90.00%,Yes,SUV
2599,06-01-2024 17:54,270,90.00%,Yes,SUV
2600,06-01-2024 17:57,270,90.00%,Yes,SUV
2601,06-01-2024 18:00,270,90.00%,Yes,SUV
2602,06-01-2024 18:03,270,90.00%,Yes,SUV
2603,06-01-2024 18:06,270,90.00%,Yes,SUV
2604,06-01-2024 18:09,270,90.00%,Yes,SUV
2605,06-01-2024 18:12,270,90.00%,Yes,SUV
2606,06-01-2024 18:15,270,90.00%,Yes,SUV
2607,06-01-2024 18:18,270,90.00%,Yes,SUV
2608,06-01-2024 18:21,270,90.00%,Yes,SUV
2609,06-01-2024 18:24,270,90.00%,Yes,SUV
2610,06-01-2024 18:27,270,90.00%,Yes,SUV
2611,06-01-2024 18:30,270,90.00%,Yes,SUV
2612,06-01-2024 18:33,270,90.00%,Yes,SUV
2613,06-01-2024 18:36,270,90.00%,Yes,SUV
2614,06-01-2024 18:39,270,90.00%,Yes,SUV
2615,06-01-2024 18:42,270,90.00%,Yes,SUV
2616,06-01-2024 18:45,270,90.00%,Yes,SUV
2617,06-01-2024 18:48,270,90.00%,Yes,SUV
2618,06-01-2024 18:51,270,90.00%,Yes,SUV
2619,06-01-2024 18:54,270,90.00%,Yes,SUV
2620,06-01-2024 18:57,270,90.00%,Yes,SUV
2621,06-01-2024 19:00,270,90.00%,Yes,SUV
2622,06-01-2024 19:03,270,90.00%,Yes,SUV
2623,06-01-2024 19:06,270,90.00%,Yes,SUV
2624,06-01-2024 19:09,270,90.00%,Yes,SUV
2625,06-01-2024 19:12,270,90.00%,Yes,SUV
2626,06-01-2024 19:15,270,90.00%,Yes,SUV
2627,06-01-2024 19:18,270,90.00%,Yes,SUV
2628,06-01-2024 19:21,270,90.00%,Yes,SUV
2629,06-01-2024 19:24,270,90.00%,Yes,SUV
2630,06-01-2024 19:27,270,90.00%,Yes,SUV
2631,06-01-2024 19:30,270,90.00%,Yes,SUV
2632,06-01-2024 19:33,270,90.00%,Yes,SUV
2633,06-01-2024 19:36,270,90.00%,Yes,SUV
2634,06-01-2024 19:39,270,90.00%,Yes,SUV
2635,06-01-2024 19:42,270,90.00%,Yes,SUV
2636,06-01-2024 19:45,270,90.00%,Yes,SUV
2637,06-01-2024 19:48,270,90.00%,Yes,SUV
2638,06-01-2024 19:51,270,90.00%,Yes,SUV
2639,06-01-2024 19:54,270,90.00%,Yes,SUV
2640,06-01-2024 19:57,270,90.00%,Yes,SUV
2641,06-01-2024 20:00,270,90.00%,Yes,SUV
2642,06-01-2024 20:03,270,90.00%,Yes,SUV
2643,06-01-2024 20:06,270,90.00%,Yes,SUV
2644,06-01-2024 20:09,270,90.00%,Yes,SUV
2645,06-01-2024 20:12,270,90.00%,Yes,SUV
2646,06-01-2024 20:15,270,90.00%,Yes,SUV
2647,06-01-2024 20:18,270,90.00%,Yes,SUV
2648,06-01-2024 20:21,270,90.00%,Yes,SUV
2649,06-01-2024 20:24,270,90.00%,Yes,SUV
2650,06-01-2024 20:27,270,90.00%,Yes,SUV
2651,06-01-2024 20:30,270,90.00%,Yes,SUV
2652,06-01-2024 20:33,270,90.00%,Yes,SUV
2653,06-01-2024 20:36,270,90.00%,Yes,SUV
2654,06-01-2024 20:39,270,90.00%,Yes,SUV
2655,06-01-2024 20:42,270,90.00%,Yes,SUV
2656,06-01-2024 20:45,270,90.00%,Yes,SUV
2657,06-01-2024 20:48,270,90.00%,Yes,SUV
2658,06-01-2024 20:51,270,90.00%,Yes,SUV
2659,06-01-2024 20:54,270,90.00%,Yes,SUV
2660,06-01-2024 20:57,270,90.00%,Yes,SUV
2661,06-01-2024 21:00,270,90.00%,Yes,SUV
2662,06-01-2024 21:03,270,90.00%,Yes,SUV
2663,06-01-2024 21:06,270,90.00%,Yes,SUV
2664,06-01-2024 21:09,270,90.00%,Yes,SUV
2665,06-01-2024 21:12,270,90.00%,Yes,SUV
2666,06-01-2024 21:15,270,90.00%,Yes,SUV
2667,06-01-2024 21:18,270,90.00%,Yes,SUV
2668,06-01-2024 21:21,270,90.00%,Yes,SUV
2669,06-01-2024 21:24,270,90.00%,Yes,SUV
2670,06-01-2024 21:27,270,90.00%,Yes,SUV
2671,06-01-2024 21:30,270,90.00%,Yes,SUV
2672,06-01-2024 21:33,270,90.00%,Yes,SUV
2673,06-01-2024 21:36,270,90.00%,Yes,SUV
2674,06-01-2024 21:39,270,90.00%,Yes,SUV
2675,06-01-2024 21:42,270,90.00%,Yes,SUV
2676,06-01-2024 21:45,270,90.00%,Yes,SUV
2677,06-01-2024 21:48,270,90.00%,Yes,SUV
2678,06-01-2024 21:51,270,90.00%,Yes,SUV
2679,06-01-2024 21:54,270,90.00%,Yes,SUV
2680,06-01-2024 21:57,270,90.00%,Yes,SUV
2681,06-01-2024 22:00,270,90.00%,Yes,SUV
2682,06-01-2024 22:03,270,90.00%,Yes,SUV
2683,06-01-2024 22:06,270,90.00%,Yes,SUV
2684,06-01-2024 22:09,270,90.00%,Yes,SUV
2685,06-01-2024 22:12,270,90.00%,Yes,SUV
2686,06-01-2024 22:15,270,90.00%,Yes,SUV
2687,06-01-2024 22:18,270,90.00%,Yes,SUV
2688,06-01-2024 22:21,270,90.00%,Yes,SUV
2689,06-01-2024 22:24,270,90.00%,Yes,SUV
2690,06-01-2024 22:27,270,90.00%,Yes,SUV
2691,06-01-2024 22:30,270,90.00%,Yes,SUV
2692,06-01-2024 22:33,270,90.00%,Yes,SUV
2693,06-01-2024 22:36,270,90.00%,Yes,SUV
2694,06-01-2024 22:39,270,90.00%,Yes,SUV
2695,06-01-2024 22:42,270,90.00%,Yes,SUV
2696,06-01-2024 22:45,270,90.00%,Yes,SUV
2697,06-01-2024 22:48,270,90.00%,Yes,SUV
2698,06-01-2024 22:51,270,90.00%,Yes,SUV
2699,06-01-2024 22:54,270,90.00%,Yes,SUV
2700,06-01-2024 22:57,270,90.00%,Yes,SUV
2701,06-01-2024 23:00,270,90.00%,Yes,SUV
2702,06-01-2024 23:03,270,90.00%,Yes,SUV
2703,06-01-2024 23:06,270,90.00%,Yes,SUV
2704,06-01-2024 23:09,270,90.00%,Yes,SUV
2705,06-01-2024 23:12,270,90.00%,Yes,SUV
2706,06-01-2024 23:15,270,90.00%,Yes,SUV
2707,06-01-2024 23:18,270,90.00%,Yes,SUV
2708,06-01-2024 23:21,270,90.00%,Yes,SUV
2709,06-01-2024 23:24,270,90.00%,Yes,SUV
2710,06-01-2024 23:27,270,90.00%,Yes,SUV
2711,06-01-2024 23:30,270,90.00%,Yes,SUV
2712,06-01-2024 23:33,270,90.00%,Yes,SUV
2713,06-01-2024 23:36,270,90.00%,Yes,SUV
2714,06-01-2024 23:39,270,90.00%,Yes,SUV
2715,06-01-2024 23:42,270,90.00%,Yes,SUV
2716,06-01-2024 23:45,270,90.00%,Yes,SUV
2717,06-01-2024 23:48,270,90.00%,Yes,SUV
2718,06-01-2024 23:51,270,90.00%,Yes,SUV
2719,06-01-2024 23:54,270,90.00%,Yes,SUV
2720,06-01-2024 23:57,270,90.00%,Yes,SUV
2721,07-01-2024 00:00,270,90.00%,Yes,SUV
2722,07-01-2024 00:03,270,90.00%,Yes,SUV
2723,07-01-2024 00:06,270,90.00%,Yes,SUV
2724,07-01-2024 00:09,270,90.00%,Yes,SUV
2725,07-01-2024 00:12,270,90.00%,Yes,SUV
2726,07-01-2024 00:15,270,90.00%,Yes,SUV
2727,07-01-2024 00:18,270,90.00%,Yes,SUV
2728,07-01-2024 00:21,270,90.00%,Yes,SUV
2729,07-01-2024 00:24,270,90.00%,Yes,SUV
2730,07-01-2024 00:27,270,90.00%,Yes,SUV
2731,07-01-2024 00:30,270,90.00%,Yes,SUV
2732,07-01-2024 00:33,270,90.00%,Yes,SUV
2733,07-01-2024 00:36,270,90.00%,Yes,SUV
2734,07-01-2024 00:39,270,90.00%,Yes,SUV
2735,07-01-2024 00:42,270,90.00%,Yes,SUV
2736,07-01-2024 00:45,270,90.00%,Yes,SUV
2737,07-01-2024 00:48,270,90.00%,Yes,SUV
2738,07-01-2024 00:51,270,90.00%,Yes,SUV
2739,07-01-2024 00:54,270,90.00%,Yes,SUV
2740,07-01-2024 00:57,270,90.00%,Yes,SUV
2741,07-01-2024 01:00,270,90.00%,Yes,SUV
2742,07-01-2024 01:03,270,90.00%,Yes,SUV
2743,07-01-2024 01:06,270,90.00%,Yes,SUV
2744,07-01-2024 01:09,270,90.00%,Yes,SUV
2745,07-01-2024 01:12,270,90.00%,Yes,SUV
2746,07-01-2024 01:15,270,90.00%,Yes,SUV
2747,07-01-2024 01:18,270,90.00%,Yes,SUV
2748,07-01-2024 01:21,270,90.00%,Yes,SUV
2749,07-01-2024 01:24,270,90.00%,Yes,SUV
2750,07-01-2024 01:27,270,90.00%,Yes,SUV
2751,07-01-2024 01:30,270,90.00%,Yes,SUV
2752,07-01-2024 01:33,270,90.00%,Yes,SUV
2753,07-01-2024 01:36,270,90.00%,Yes,SUV
2754,07-01-2024 01:39,270,90.00%,Yes,SUV
2755,07-01-2024 01:42,270,90.00%,Yes,SUV
2756,07-01-2024 01:45,270,90.00%,Yes,SUV
2757,07-01-2024 01:48,270,90.00%,Yes,SUV
2758,07-01-2024 01:51,270,90.00%,Yes,SUV
2759,07-01-2024 01:54,270,90.00%,Yes,SUV
2760,07-01-2024 01:57,270,90.00%,Yes,SUV
2761,07-01-2024 02:00,270,90.00%,Yes,SUV
2762,07-01-2024 02:03,270,90.00%,Yes,SUV
2763,07-01-2024 02:06,270,90.00%,Yes,SUV
2764,07-01-2024 02:09,270,90.00%,Yes,SUV
2765,07-01-2024 02:12,270,90.00%,Yes,SUV
2766,07-01-2024 02:15,270,90.00%,Yes,SUV
2767,07-01-2024 02:18,270,90.00%,Yes,SUV
2768,07-01-2024 02:21,270,90.00%,Yes,SUV
2769,07-01-2024 02:24,270,90.00%,Yes,SUV
2770,07-01-2024 02:27,270,90.00%,Yes,SUV
2771,07-01-2024 02:30,270,90.00%,Yes,SUV
2772,07-01-2024 02:33,270,90.00%,Yes,SUV
2773,07-01-2024 02:36,270,90.00%,Yes,SUV
2774,07-01-2024 02:39,270,90.00%,Yes,SUV
2775,07-01-2024 02:42,270,90.00%,Yes,SUV
2776,07-01-2024 02:45,270,90.00%,Yes,SUV
2777,07-01-2024 02:48,270,90.00%,Yes,SUV
2778,07-01-2024 02:51,270,90.00%,Yes,SUV
2779,07-01-2024 02:54,270,90.00%,Yes,SUV
2780,07-01-2024 02:57,270,90.00%,Yes,SUV
2781,07-01-2024 03:00,270,90.00%,Yes,SUV
2782,07-01-2024 03:03,270,90.00%,Yes,SUV
2783,07-01-2024 03:06,270,90.00%,Yes,SUV
2784,07-01-2024 03:09,270,90.00%,Yes,SUV
2785,07-01-2024 03:12,270,90.00%,Yes,SUV
2786,07-01-2024 03:15,270,90.00%,Yes,SUV
2787,07-01-2024 03:18,270,90.00%,Yes,SUV
2788,07-01-2024 03:21,270,90.00%,Yes,SUV
2789,07-01-2024 03:24,270,90.00%,Yes,SUV
2790,07-01-2024 03:27,270,90.00%,Yes,SUV
2791,07-01-2024 03:30,270,90.00%,Yes,SUV
2792,07-01-2024 03:33,270,90.00%,Yes,SUV
2793,07-01-2024 03:36,270,90.00%,Yes,SUV
2794,07-01-2024 03:39,270,90.00%,Yes,SUV
2795,07-01-2024 03:42,270,90.00%,Yes,SUV
2796,07-01-2024 03:45,270,90.00%,Yes,SUV
2797,07-01-2024 03:48,270,90.00%,Yes,SUV
2798,07-01-2024 03:51,270,90.00%,Yes,SUV
2799,07-01-2024 03:54,270,90.00%,Yes,SUV
2800,07-01-2024 03:57,270,90.00%,Yes,SUV
2801,07-01-2024 04:00,270,90.00%,Yes,SUV
2802,07-01-2024 04:03,270,90.00%,Yes,SUV
2803,07-01-2024 04:06,270,90.00%,Yes,SUV
2804,07-01-2024 04:09,270,90.00%,Yes,SUV
2805,07-01-2024 04:12,270,90.00%,Yes,SUV
2806,07-01-2024 04:15,270,90.00%,Yes,SUV
2807,07-01-2024 04:18,270,90.00%,Yes,SUV
2808,07-01-2024 04:21,270,90.00%,Yes,SUV
2809,07-01-2024 04:24,270,90.00%,Yes,SUV
2810,07-01-2024 04:27,270,90.00%,Yes,SUV
2811,07-01-2024 04:30,270,90.00%,Yes,SUV
2812,07-01-2024 04:33,270,90.00%,Yes,SUV
2813,07-01-2024 04:36,270,90.00%,Yes,SUV
2814,07-01-2024 04:39,270,90.00%,Yes,SUV
2815,07-01-2024 04:42,270,90.00%,Yes,SUV
2816,07-01-2024 04:45,270,90.00%,Yes,SUV
2817,07-01-2024 04:48,270,90.00%,Yes,SUV
2818,07-01-2024 04:51,270,90.00%,Yes,SUV
2819,07-01-2024 04:54,270,90.00%,Yes,SUV
2820,07-01-2024 04:57,270,90.00%,Yes,SUV
2821,07-01-2024 05:00,270,90.00%,Yes,SUV
2822,07-01-2024 05:03,270,90.00%,Yes,SUV
2823,07-01-2024 05:06,270,90.00%,Yes,SUV
2824,07-01-2024 05:09,270,90.00%,Yes,SUV
2825,07-01-2024 05:12,270,90.00%,Yes,SUV
2826,07-01-2024 05:15,270,90.00%,Yes,SUV
2827,07-01-2024 05:18,270,90.00%,Yes,SUV
2828,07-01-2024 05:21,270,90.00%,Yes,SUV
2829,07-01-2024 05:24,270,90.00%,Yes,SUV
2830,07-01-2024 05:27,270,90.00%,Yes,SUV
2831,07-01-2024 05:30,270,90.00%,Yes,SUV
2832,07-01-2024 05:33,270,90.00%,Yes,SUV
2833,07-01-2024 05:36,270,90.00%,Yes,SUV
2834,07-01-2024 05:39,270,90.00%,Yes,SUV
2835,07-01-2024 05:42,270,90.00%,Yes,SUV
2836,07-01-2024 05:45,270,90.00%,Yes,SUV
2837,07-01-2024 05:48,270,90.00%,Yes,SUV
2838,07-01-2024 05:51,270,90.00%,Yes,SUV
2839,07-01-2024 05:54,270,90.00%,Yes,SUV
2840,07-01-2024 05:57,270,90.00%,Yes,SUV
2841,07-01-2024 06:00,270,90.00%,Yes,SUV
2842,07-01-2024 06:03,270,90.00%,Yes,SUV
2843,07-01-2024 06:06,270,90.00%,Yes,SUV
2844,07-01-2024 06:09,270,90.00%,Yes,SUV
2845,07-01-2024 06:12,270,90.00%,Yes,SUV
2846,07-01-2024 06:15,270,90.00%,Yes,SUV
2847,07-01-2024 06:18,270,90.00%,Yes,SUV
2848,07-01-2024 06:21,270,90.00%,Yes,SUV
2849,07-01-2024 06:24,270,90.00%,Yes,SUV
2850,07-01-2024 06:27,270,90.00%,Yes,SUV
2851,07-01-2024 06:30,270,90.00%,Yes,SUV
2852,07-01-2024 06:33,270,90.00%,Yes,SUV
2853,07-01-2024 06:36,270,90.00%,Yes,SUV
2854,07-01-2024 06:39,270,90.00%,Yes,SUV
2855,07-01-2024 06:42,270,90.00%,Yes,SUV
2856,07-01-2024 06:45,270,90.00%,Yes,SUV
2857,07-01-2024 06:48,270,90.00%,Yes,SUV
2858,07-01-2024 06:51,270,90.00%,Yes,SUV
2859,07-01-2024 06:54,270,90.00%,Yes,SUV
2860,07-01-2024 06:57,270,90.00%,Yes,SUV
2861,07-01-2024 07:00,270,90.00%,Yes,SUV
2862,07-01-2024 07:03,270,90.00%,Yes,SUV
2863,07-01-2024 07:06,270,90.00%,Yes,SUV
2864,07-01-2024 07:09,270,90.00%,Yes,SUV
2865,07-01-2024 07:12,270,90.00%,Yes,SUV
2866,07-01-2024 07:15,270,90.00%,Yes,SUV
2867,07-01-2024 07:18,270,90.00%,Yes,SUV
2868,07-01-2024 07:21,270,90.00%,Yes,SUV
2869,07-01-2024 07:24,270,90.00%,Yes,SUV
2870,07-01-2024 07:27,270,90.00%,Yes,SUV
2871,07-01-2024 07:30,270,90.00%,Yes,SUV
2872,07-01-2024 07:33,270,90.00%,Yes,SUV
2873,07-01-2024 07:36,270,90.00%,Yes,SUV
2874,07-01-2024 07:39,270,90.00%,Yes,SUV
2875,07-01-2024 07:42,270,90.00%,Yes,SUV
2876,07-01-2024 07:45,270,90.00%,Yes,SUV
2877,07-01-2024 07:48,270,90.00%,Yes,SUV
2878,07-01-2024 07:51,270,90.00%,Yes,SUV
2879,07-01-2024 07:54,270,90.00%,Yes,SUV
2880,07-01-2024 07:57,270,90.00%,Yes,SUV
2881,07-01-2024 08:00,270,90.00%,Yes,SUV
2882,07-01-2024 08:03,270,90.00%,Yes,SUV
2883,07-01-2024 08:06,270,90.00%,Yes,SUV
2884,07-01-2024 08:09,270,90.00%,Yes,SUV
2885,07-01-2024 08:12,270,90.00%,Yes,SUV
2886,07-01-2024 08:15,270,90.00%,Yes,SUV
2887,07-01-2024 08:18,270,90.00%,Yes,SUV
2888,07-01-2024 08:21,270,90.00%,Yes,SUV
2889,07-01-2024 08:24,270,90.00%,Yes,SUV
2890,07-01-2024 08:27,270,90.00%,Yes,SUV
2891,07-01-2024 08:30,270,90.00%,Yes,SUV
2892,07-01-2024 08:33,270,90.00%,Yes,SUV
2893,07-01-2024 08:36,270,90.00%,Yes,SUV
2894,07-01-2024 08:39,270,90.00%,Yes,SUV
2895,07-01-2024 08:42,270,90.00%,Yes,SUV
2896,07-01-2024 08:45,270,90.00%,Yes,SUV
2897,07-01-2024 08:48,270,90.00%,Yes,SUV
2898,07-01-2024 08:51,270,90.00%,Yes,SUV
2899,07-01-2024 08:54,270,90.00%,Yes,SUV
2900,07-01-2024 08:57,270,90.00%,Yes,SUV
2901,07-01-2024 09:00,270,90.00%,Yes,SUV
2902,07-01-2024 09:03,270,90.00%,Yes,SUV
2903,07-01-2024 09:06,270,90.00%,Yes,SUV
2904,07-01-2024 09:09,270,90.00%,Yes,SUV
2905,07-01-2024 09:12,270,90.00%,Yes,SUV
2906,07-01-2024 09:15,270,90.00%,Yes,SUV
2907,07-01-2024 09:18,270,90.00%,Yes,SUV
2908,07-01-2024 09:21,270,90.00%,Yes,SUV
2909,07-01-2024 09:24,270,90.00%,Yes,SUV
2910,07-01-2024 09:27,270,90.00%,Yes,SUV
2911,07-01-2024 09:30,270,90.00%,Yes,SUV
2912,07-01-2024 09:33,270,90.00%,Yes,SUV
2913,07-01-2024 09:36,270,90.00%,Yes,SUV
2914,07-01-2024 09:39,270,90.00%,Yes,SUV
2915,07-01-2024 09:42,270,90.00%,Yes,SUV
2916,07-01-2024 09:45,270,90.00%,Yes,SUV
2917,07-01-2024 09:48,270,90.00%,Yes,SUV
2918,07-01-2024 09:51,270,90.00%,Yes,SUV
2919,07-01-2024 09:54,270,90.00%,Yes,SUV
2920,07-01-2024 09:57,270,90.00%,Yes,SUV
2921,07-01-2024 10:00,270,90.00%,Yes,SUV
2922,07-01-2024 10:03,270,90.00%,Yes,SUV
2923,07-01-2024 10:06,270,90.00%,Yes,SUV
2924,07-01-2024 10:09,270,90.00%,Yes,SUV
2925,07-01-2024 10:12,270,90.00%,Yes,SUV
2926,07-01-2024 10:15,270,90.00%,Yes,SUV
2927,07-01-2024 10:18,270,90.00%,Yes,SUV
2928,07-01-2024 10:21,270,90.00%,Yes,SUV
2929,07-01-2024 10:24,270,90.00%,Yes,SUV
2930,07-01-2024 10:27,270,90.00%,Yes,SUV
2931,07-01-2024 10:30,270,90.00%,Yes,SUV
2932,07-01-2024 10:33,270,90.00%,Yes,SUV
2933,07-01-2024 10:36,270,90.00%,Yes,SUV
2934,07-01-2024 10:39,270,90.00%,Yes,SUV
2935,07-01-2024 10:42,270,90.00%,Yes,SUV
2936,07-01-2024 10:45,270,90.00%,Yes,SUV
2937,07-01-2024 10:48,270,90.00%,Yes,SUV
2938,07-01-2024 10:51,270,90.00%,Yes,SUV
2939,07-01-2024 10:54,270,90.00%,Yes,SUV
2940,07-01-2024 10:57,270,90.00%,Yes,SUV
2941,07-01-2024 11:00,270,90.00%,Yes,SUV
2942,07-01-2024 11:03,270,90.00%,Yes,SUV
2943,07-01-2024 11:06,270,90.00%,Yes,SUV
2944,07-01-2024 11:09,270,90.00%,Yes,SUV
2945,07-01-2024 11:12,270,90.00%,Yes,SUV
2946,07-01-2024 11:15,270,90.00%,Yes,SUV
2947,07-01-2024 11:18,270,90.00%,Yes,SUV
2948,07-01-2024 11:21,270,90.00%,Yes,SUV
2949,07-01-2024 11:24,270,90.00%,Yes,SUV
2950,07-01-2024 11:27,270,90.00%,Yes,SUV
2951,07-01-2024 11:30,270,90.00%,Yes,SUV
2952,07-01-2024 11:33,270,90.00%,Yes,SUV
2953,07-01-2024 11:36,270,90.00%,Yes,SUV
2954,07-01-2024 11:39,270,90.00%,Yes,SUV
2955,07-01-2024 11:42,270,90.00%,Yes,SUV
2956,07-01-2024 11:45,270,90.00%,Yes,SUV
2957,07-01-2024 11:48,270,90.00%,Yes,SUV
2958,07-01-2024 11:51,270,90.00%,Yes,SUV
2959,07-01-2024 11:54,270,90.00%,Yes,SUV
2960,07-01-2024 11:57,270,90.00%,Yes,SUV
2961,07-01-2024 12:00,270,90.00%,Yes,SUV
2962,07-01-2024 12:03,270,90.00%,Yes,SUV
2963,07-01-2024 12:06,270,90.00%,Yes,SUV
2964,07-01-2024 12:09,270,90.00%,Yes,SUV
2965,07-01-2024 12:12,270,90.00%,Yes,SUV
2966,07-01-2024 12:15,270,90.00%,Yes,SUV
2967,07-01-2024 12:18,270,90.00%,Yes,SUV
2968,07-01-2024 12:21,270,90.00%,Yes,SUV
2969,07-01-2024 12:24,270,90.00%,Yes,SUV
2970,07-01-2024 12:27,270,90.00%,Yes,SUV
2971,07-01-2024 12:30,270,90.00%,Yes,SUV
2972,07-01-2024 12:33,270,90.00%,Yes,SUV
2973,07-01-2024 12:36,270,90.00%,Yes,SUV
2974,07-01-2024 12:39,270,90.00%,Yes,SUV
2975,07-01-2024 12:42,270,90.00%,Yes,SUV
2976,07-01-2024 12:45,270,90.00%,Yes,SUV
2977,07-01-2024 12:48,270,90.00%,Yes,SUV
2978,07-01-2024 12:51,270,90.00%,Yes,SUV
2979,07-01-2024 12:54,270,90.00%,Yes,SUV
2980,07-01-2024 12:57,270,90.00%,Yes,SUV
2981,07-01-2024 13:00,270,90.00%,Yes,SUV
2982,07-01-2024 13:03,270,90.00%,Yes,SUV
2983,07-01-2024 13:06,270,90.00%,Yes,SUV
2984,07-01-2024 13:09,270,90.00%,Yes,SUV
